neotoma_names,taxon_name
Juncaceae,juncaceae
Juncaginaceae,juncaginaceae
Juncus,juncus
Juncus-type,juncus_type
Juncus scheuchzerioides,juncus_scheuchzerioides
Juncus sp.,juncus_sp
"Juncus sp. (type 2.2, MI)",juncus_sp_type_2_2_mi
Juncus/Luzula,juncus_luzula
Jungia-type,jungia_type
Juniperus,juniperus
Juniperus-type,juniperus_type
Juniperus-type procera,juniperus_type_procera
Juniperus cf. J. procera,juniperus_cf_j_procera
Juniperus communis,juniperus_communis
Juniperus communis-type,juniperus_communis_type
Juniperus communis/Thuja occidentalis-type,juniperus_communis_thuja_occidentalis_type
Juniperus excelsa,juniperus_excelsa
Juniperus oxycedrus-type,juniperus_oxycedrus_type
Juniperus procera,juniperus_procera
Juniperus procera-type,juniperus_procera_type
Juniperus sabina,juniperus_sabina
Juniperus/Calocedrus,juniperus_calocedrus
Juniperus/Thuja,juniperus_thuja
Jurinea,jurinea
Jurinea-type,jurinea_type
Justicia,justicia
Justicia-type,justicia_type
Justicia-type (J. flava),justicia_type_j_flava
Justicia-type anselliana,justicia_type_anselliana
Justicia-type betonica,justicia_type_betonica
Justicia-type flava,justicia_type_flava
Justicia-type odora,justicia_type_odora
Justicia (diporate),justicia_diporate
Justicia (triporate),justicia_triporate
Justicia anselliana-type,justicia_anselliana_type
Justicia comp.,justicia_comp
Justicia flava,justicia_flava
Justicia flava-type,justicia_flava_type
Justicia odora-type,justicia_odora_type
Justicia striata-type,justicia_striata_type
Kadua,kadua
Kalanchoe,kalanchoe
Kallstroemia,kallstroemia
Kalmia,kalmia
Kalmia procumbens,kalmia_procumbens
Kedrostis,kedrostis
Kedrostis-type,kedrostis_type
Keetia,keetia
Keetia-type (K. cornelia),keetia_type_k_cornelia
Keetia-type (K. venosa),keetia_type_k_venosa
Keetia-type gueinzii,keetia_type_gueinzii
Keetia gueinzii-type,keetia_gueinzii_type
Khaya,khaya
Khaya-type,khaya_type
Khaya-type senegalensis,khaya_type_senegalensis
Kickxia,kickxia
Kickxia/Acridocarpus,kickxia_acridocarpus
Kickxia/Diclis,kickxia_diclis
Kielmeyera,kielmeyera
Kigelia,kigelia
Kigelia africana,kigelia_africana
Kiggelaria,kiggelaria
Kiggelaria africana,kiggelaria_africana
Kirkia,kirkia
Klaineanthus gaboniae,klaineanthus_gaboniae
Kleinhovia hospita,kleinhovia_hospita
Kleinia,kleinia
Knautia,knautia
Knautia-type,knautia_type
Knautia arvensis,knautia_arvensis
Knautia arvensis-type,knautia_arvensis_type
Knautia/Dipsacus,knautia_dipsacus
Knightia,knightia
Kochia-type,kochia_type
Koenigia,koenigia
Koenigia-type,koenigia_type
Koenigia alaskana,koenigia_alaskana
Koenigia alpina,koenigia_alpina
Koenigia alpina-type,koenigia_alpina_type
Koenigia islandica,koenigia_islandica
Koenigia islandica-type,koenigia_islandica_type
Koenigia ocreata,koenigia_ocreata
Koenigia sect. Aconogonon,koenigia_sect_aconogonon
Koenigia sect. Pleuropteropyrum,koenigia_sect_pleuropteropyrum
Koenigia tripterocarpa,koenigia_tripterocarpa
Kohautia,kohautia
Kohautia-type,kohautia_type
Kohautia-type caespitosa,kohautia_type_caespitosa
Kohautia caespitosa,kohautia_caespitosa
Kohautia caespitosa-type,kohautia_caespitosa_type
Kotschya,kotschya
Kotschya-type,kotschya_type
Kotschya africana-type,kotschya_africana_type
Krascheninnikovia ceratoides,krascheninnikovia_ceratoides
Kunzea,kunzea
Kunzea phylicoides/Leptospermum juniperinum,kunzea_phylicoides_leptospermum_juniperinum
Kunzea/Leptospermum,kunzea_leptospermum
Labatia,labatia
Labordia,labordia
Labourdonnaisia-type,labourdonnaisia_type
Lachemilla,lachemilla
Lacistema,lacistema
Lacmellea,lacmellea
Lacmellea-type,lacmellea_type
Lacmellea sp.,lacmellea_sp
Lactuca,lactuca
Lactuca-type,lactuca_type
Lactuca sativa-type,lactuca_sativa_type
Lactucoideae undiff.,lactucoideae_undiff
Laetia aff. L. coriacea,laetia_aff_l_coriacea
Lafoensia,lafoensia
Lagarostrobos,lagarostrobos
Lagarostrobos franklinii,lagarostrobos_franklinii
Lagenocarpus,lagenocarpus
Lagerstroemia parviflora,lagerstroemia_parviflora
Lagerstroemia speciosa,lagerstroemia_speciosa
Lagotis,lagotis
Lagotis glauca,lagotis_glauca
Laguncularia,laguncularia
Laguncularia racemosa,laguncularia_racemosa
Lamanonia,lamanonia
Lamanonia cf. L. speciosa,lamanonia_cf_l_speciosa
Lambertia,lambertia
Lambertia formosa-type,lambertia_formosa_type
Lamiaceae,lamiaceae
Lamiaceae (hexacolpate),lamiaceae_hexacolpate
"Lamiaceae (hexacolpate, scabrate, 40 µm)",lamiaceae_hexacolpate_scabrate_40_mu_m
Lamiaceae (large),lamiaceae_large
Lamiaceae (small),lamiaceae_small
Lamiaceae (tricolpate),lamiaceae_tricolpate
Lamiaceae (type 6),lamiaceae_type_6
Lamiaceae cf. Mentha,lamiaceae_cf_mentha
Lamiaceae cf. Prostanthera,lamiaceae_cf_prostanthera
Lamiaceae cf. Stachys,lamiaceae_cf_stachys
Lamiaceae pro parte,lamiaceae_pro_parte
Lamiaceae undiff.,lamiaceae_undiff
Lamium,lamium
Lamium-type,lamium_type
Lamium album,lamium_album
Lamium album-type,lamium_album_type
Lamium amplexicaule-type,lamium_amplexicaule_type
Lamium purpureum var. hybridum-type,lamium_purpureum_var_hybridum_type
Landolphia,landolphia
Landolphia-type,landolphia_type
Landolphia-type (type 3),landolphia_type_type_3
Langsdorffia,langsdorffia
Lannea,lannea
Lannea-type,lannea_type
Lannea acida,lannea_acida
Lannea/Rhus,lannea_rhus
Lannea/Sclerocarya,lannea_sclerocarya
Lantana,lantana
Lantana-type (L. ukambensis),lantana_type_l_ukambensis
Lantana-type (L. viburnoides),lantana_type_l_viburnoides
Lantana-type ukambensis,lantana_type_ukambensis
Lantana-type viburnoides,lantana_type_viburnoides
Lapageria,lapageria
Laportea,laportea
Laportea-type,laportea_type
Laportea-type aestuans,laportea_type_aestuans
Laportea aestuans-type,laportea_aestuans_type
Lappula,lappula
Larix,larix
Larix-type,larix_type
Larix decidua,larix_decidua
Larix decidua-type,larix_decidua_type
Larix gmelinii,larix_gmelinii
Larix laricina,larix_laricina
Larix sibirica,larix_sibirica
Larix/Pseudotsuga,larix_pseudotsuga
Larrea,larrea
Laser trilobum,laser_trilobum
Laser trilobum-type,laser_trilobum_type
Laserpitium,laserpitium
Laserpitium latifolium,laserpitium_latifolium
Laserpitium latifolium-type,laserpitium_latifolium_type
Laserpitium prutenicum,laserpitium_prutenicum
Lasianthus,lasianthus
Lastarriaea chilensis-type,lastarriaea_chilensis_type
Latania-type,latania_type
Latania/Dracaena-type,latania_dracaena_type
Lathraea,lathraea
Lathyrus,lathyrus
Lathyrus-type,lathyrus_type
Lathyrus linifolius-type,lathyrus_linifolius_type
Lathyrus palustris,lathyrus_palustris
Launaea taraxacifolia,launaea_taraxacifolia
Lauraceae,lauraceae
Lauraceae-type (Ocotea),lauraceae_type_ocotea
Lauraceae cf. Aniba,lauraceae_cf_aniba
Laurelia,laurelia
Laurelia novae-zelandiae,laurelia_novae_minus_zelandiae
Laurembergia,laurembergia
Laurembergia repens subsp. brachypoda,laurembergia_repens_subsp_brachypoda
Laurembergia tetrandra,laurembergia_tetrandra
Laurentia/Selenothamnus,laurentia_selenothamnus
Laurus,laurus
Laurus nobilis,laurus_nobilis
Lavandula,lavandula
Lavandula-type,lavandula_type
Lavandula stoechas-type,lavandula_stoechas_type
Lavatera,lavatera
Lavatera-type,lavatera_type
Lawsonia,lawsonia
Lawsonia-type inermis,lawsonia_type_inermis
Lecaniodiscus-type,lecaniodiscus_type
Lecaniodiscus-type (L. cupanioides),lecaniodiscus_type_l_cupanioides
Lecaniodiscus-type cupanioides,lecaniodiscus_type_cupanioides
Lecaniodiscus cupanioides,lecaniodiscus_cupanioides
Lecaniodiscus/Lepisanthes senegalensis,lecaniodiscus_lepisanthes_senegalensis
Lechea,lechea
Lecythidaceae,lecythidaceae
Lecythidaceae-type,lecythidaceae_type
Lecythidaceae undiff.,lecythidaceae_undiff
Ledum-type,ledum_type
Leea,leea
Leea comp.,leea_comp
Leea guineensis,leea_guineensis
Legousia,legousia
Legousia-type,legousia_type
Leitneria floridana,leitneria_floridana
Lemna,lemna
Lemna-type,lemna_type
Lemna minor,lemna_minor
Lemna minor-type,lemna_minor_type
Lemnoideae,lemnoideae
Lentibulariaceae,lentibulariaceae
Leonardoxa-type,leonardoxa_type
Leonotis,leonotis
Leonotis-type,leonotis_type
Leontice,leontice
Leontice-type,leontice_type
Leontice leontopetalum,leontice_leontopetalum
Leontodon hispidus,leontodon_hispidus
Lepidagathis,lepidagathis
Lepidagathis-type,lepidagathis_type
Lepidagathis sericea-type,lepidagathis_sericea_type
Lepidaploa,lepidaploa
Lepidium,lepidium
Lepidocaryum-type,lepidocaryum_type
Lepidoceras,lepidoceras
Lepidoceras chilense,lepidoceras_chilense
Lepidosperma,lepidosperma
Lepidosperma-type,lepidosperma_type
Lepidothamnus,lepidothamnus
Lepidothamnus fonkii,lepidothamnus_fonkii
Lepilaena,lepilaena
Lepilaena-type,lepilaena_type
Lepironia comp.,lepironia_comp
Lepisanthes,lepisanthes
Lepisanthes-type (L. senegalensis),lepisanthes_type_l_senegalensis
Lepisanthes-type senegalensis,lepisanthes_type_senegalensis
Lepisanthes senegalensis,lepisanthes_senegalensis
Lepistemon owariensis-type,lepistemon_owariensis_type
Leptactina,leptactina
Leptaulus,leptaulus
Leptaulus daphnoides,leptaulus_daphnoides
Leptecophylla,leptecophylla
Leptocarpus,leptocarpus
Leptonychia,leptonychia
Leptosiphon,leptosiphon
Leptospermoidae,leptospermoidae
Leptospermum,leptospermum
Leptospermum-type,leptospermum_type
Leptospermum cf. L. laevigatum,leptospermum_cf_l_laevigatum
Leptospermum laevigatum,leptospermum_laevigatum
Leptospermum lanigerum,leptospermum_lanigerum
Leptospermum lanigerum-type,leptospermum_lanigerum_type
Leptospermum myrsinoides,leptospermum_myrsinoides
Leptospermum undiff.,leptospermum_undiff
Leptospermum/Baeckea,leptospermum_baeckea
Leptospermum/Callistemon undiff.,leptospermum_callistemon_undiff
Leretia,leretia
Lesquerella,lesquerella
Leucaena,leucaena
Leucanthemopsis alpina,leucanthemopsis_alpina
Leucanthemum vulgare-type,leucanthemum_vulgare_type
Leucas,leucas
Leucas-type,leucas_type
Leucocoryne,leucocoryne
Leucojum,leucojum
Leucojum/Galanthus,leucojum_galanthus
Leucopogon,leucopogon
Leucopogon fasciculatus,leucopogon_fasciculatus
Leucopogon suaveolens,leucopogon_suaveolens
Leucosidea,leucosidea
Levisticum officinale,levisticum_officinale
Levisticum officinale-type,levisticum_officinale_type
Lewisia,lewisia
Leymus arenarius,leymus_arenarius
Libocedrus,libocedrus
Licania,licania
Ligusticum,ligusticum
Ligusticum calderi-type,ligusticum_calderi_type
Ligusticum mutellina,ligusticum_mutellina
Ligusticum mutellinoides-type,ligusticum_mutellinoides_type
Ligusticum scoticum,ligusticum_scoticum
Ligustrum,ligustrum
Ligustrum-type,ligustrum_type
Ligustrum vulgare,ligustrum_vulgare
Ligustrum vulgare-type,ligustrum_vulgare_type
Ligustrum vulgare/Syringa vulgaris,ligustrum_vulgare_syringa_vulgaris
Lilaeopsis,lilaeopsis
Liliaceae,liliaceae
Liliaceae-type,liliaceae_type
Liliaceae-type undiff.,liliaceae_type_undiff
Liliaceae pro parte,liliaceae_pro_parte
Liliaceae sensu lato,liliaceae_sensu_lato
Liliaceae undiff.,liliaceae_undiff
Liliales,liliales
Lilium,lilium
Lilium-type,lilium_type
Lilium martagon,lilium_martagon
Lilium martagon-type,lilium_martagon_type
Lilium philadelphicum,lilium_philadelphicum
Lilium philadelphicum-type,lilium_philadelphicum_type
Limeum,limeum
Limnanthemum,limnanthemum
Limnophila,limnophila
Limnophyton,limnophyton
Limnophyton-type,limnophyton_type
Limnophyton-type (L. obstusifolium),limnophyton_type_l_obstusifolium
Limonium,limonium
Limonium-type,limonium_type
Limonium cf. L. limbatum,limonium_cf_l_limbatum
Limonium humile-type,limonium_humile_type
Limonium vulgare,limonium_vulgare
Limonium vulgare-type,limonium_vulgare_type
Limonium vulgare (type A),limonium_vulgare_type_a
Limosella,limosella
Linaceae,linaceae
Linaceae undiff.,linaceae_undiff
Linanthus,linanthus
Linaria,linaria
Linaria-type,linaria_type
Lindackeria,lindackeria
Lindackeria-type,lindackeria_type
Lindernia,lindernia
Lindernia-type,lindernia_type
Lingelsheimia-type frutescens,lingelsheimia_type_frutescens
Linnaea,linnaea
Linnaea borealis,linnaea_borealis
Linociera,linociera
Linum,linum
Linum-type,linum_type
Linum alpinum-type,linum_alpinum_type
Linum austriacum-type,linum_austriacum_type
Linum bienne-type,linum_bienne_type
Linum catharticum,linum_catharticum
Linum catharticum-type,linum_catharticum_type
Linum cf. L. usitatissimum,linum_cf_l_usitatissimum
Linum flavum,linum_flavum
Linum maritimum-type,linum_maritimum_type
Linum sp.,linum_sp
Linum undiff.,linum_undiff
Linum usitatissimum,linum_usitatissimum
Linum usitatissimum-type,linum_usitatissimum_type
Liparophyllum gunnii,liparophyllum_gunnii
Liparophyllum/Ornduffia,liparophyllum_ornduffia
Lippia,lippia
Lippia-type,lippia_type
Liquidambar,liquidambar
Liquidambar orientalis,liquidambar_orientalis
Liquidambar styraciflua,liquidambar_styraciflua
Liriodendron,liriodendron
Liriodendron tulipifera,liriodendron_tulipifera
Listera,listera
Listera-type,listera_type
Listera cordata,listera_cordata
Listera ovata,listera_ovata
Lithocarpus,lithocarpus
Lithocarpus-type,lithocarpus_type
Lithodora fruticosa-type,lithodora_fruticosa_type
Lithospermum,lithospermum
Lithospermum-type,lithospermum_type
Lithospermum officinale,lithospermum_officinale
Lithospermum sp.,lithospermum_sp
Lithraea,lithraea
Lithraea/Schinus,lithraea_schinus
Litsea,litsea
Littorella,littorella
Littorella-type,littorella_type
Lloydia,lloydia
Lloydia serotina,lloydia_serotina
Lobelia,lobelia
Lobelia-type,lobelia_type
Lobelia ancepts,lobelia_ancepts
Lobelia dortmanna,lobelia_dortmanna
Lobelia holstii-type,lobelia_holstii_type
Lobelia tenera,lobelia_tenera
Lobelia/Digitalis,lobelia_digitalis
Lobelioideae,lobelioideae
Lobelioideae undiff.,lobelioideae_undiff
Lobostemon,lobostemon
Loesenera-type,loesenera_type
Loganiaceae,loganiaceae
Loganiaceae/Salvadoraceae,loganiaceae_salvadoraceae
Logfia-type,logfia_type
Lomandra,lomandra
Lomandra effusa-type,lomandra_effusa_type
Lomandra filiformis,lomandra_filiformis
Lomandra glauca,lomandra_glauca
Lomandra longifolia-type,lomandra_longifolia_type
Lomatia,lomatia
Lomatia-type,lomatia_type
Lomatia fraseri,lomatia_fraseri
Lomatia/Gevuina,lomatia_gevuina
Lomatogonium,lomatogonium
Lomelosia argentea,lomelosia_argentea
Lomelosia argentea-type,lomelosia_argentea_type
Lomelosia graminifolia,lomelosia_graminifolia
Lomelosia olivieri,lomelosia_olivieri
Lomelosia rotata-type,lomelosia_rotata_type
Lonchocarpus,lonchocarpus
Lonchocarpus-type,lonchocarpus_type
Longetia,longetia
Lonicera,lonicera
Lonicera-type,lonicera_type
Lonicera albiflora-type,lonicera_albiflora_type
Lonicera alpigena,lonicera_alpigena
Lonicera caerulea,lonicera_caerulea
Lonicera canadensis,lonicera_canadensis
Lonicera canadensis-type,lonicera_canadensis_type
Lonicera comp.,lonicera_comp
Lonicera hirsuta,lonicera_hirsuta
Lonicera involucrata,lonicera_involucrata
Lonicera nigra,lonicera_nigra
Lonicera nigra-type,lonicera_nigra_type
Lonicera periclymenum,lonicera_periclymenum
Lonicera periclymenum-type,lonicera_periclymenum_type
Lonicera undiff.,lonicera_undiff
Lonicera xylosteum,lonicera_xylosteum
Lonicera xylosteum-type,lonicera_xylosteum_type
Lonicera/Symphoricarpos,lonicera_symphoricarpos
Lophira,lophira
Lophira-type,lophira_type
Lophira alata,lophira_alata
Lophira lanceolata-type,lophira_lanceolata_type
Lophomyrtus/Neomyrtus,lophomyrtus_neomyrtus
Lophostemon,lophostemon
Lophostemon/Syncarpia hillii,lophostemon_syncarpia_hillii
Loranthaceae,loranthaceae
Loranthaceae (type 1),loranthaceae_type_1
Loranthaceae (type 2),loranthaceae_type_2
Loranthaceae cf. Tristerix,loranthaceae_cf_tristerix
Loranthaceae undiff.,loranthaceae_undiff
Loranthus,loranthus
Loranthus europaeus,loranthus_europaeus
Loricaria,loricaria
Loricaria-type,loricaria_type
Lotus,lotus
Lotus-type,lotus_type
Lotus alpinus-type,lotus_alpinus_type
Lotus arabicus,lotus_arabicus
Lotus arabicus-type,lotus_arabicus_type
Lotus cf. L. corniculatus,lotus_cf_l_corniculatus
Lotus corniculatus,lotus_corniculatus
Lotus maritimus,lotus_maritimus
Lotus pedunculatus,lotus_pedunculatus
Lotus pedunculatus-type,lotus_pedunculatus_type
Lotus sp.,lotus_sp
Lotus undiff.,lotus_undiff
Loxopterygium,loxopterygium
Lozanella,lozanella
Ludwigia,ludwigia
Ludwigia-type,ludwigia_type
Ludwigia-type adscendens subsp. diffusa,ludwigia_type_adscendens_subsp_diffusa
Ludwigia cf. L. adscendens,ludwigia_cf_l_adscendens
Ludwigia palustris,ludwigia_palustris
Ludwigia sect. Jussiaea,ludwigia_sect_jussiaea
Ludwigia sect. Jussiaea-type,ludwigia_sect_jussiaea_type
Luehea,luehea
Luehea-type,luehea_type
Lueheopsis,lueheopsis
Luetzelburgia,luetzelburgia
Luffa-type,luffa_type
Luffa-type cylindrica,luffa_type_cylindrica
Lumnitzera,lumnitzera
Lundia,lundia
Lundia sp.,lundia_sp
Lupinus,lupinus
Lupinus-type,lupinus_type
Luzula,luzula
Lychnis-type,lychnis_type
Lychnis/Dianthus-type,lychnis_dianthus_type
Lycianthes,lycianthes
Lycium,lycium
Lycium-type,lycium_type
Lycopsis,lycopsis
Lycopsis arvensis,lycopsis_arvensis
Lycopsis arvensis-type,lycopsis_arvensis_type
Lycopus,lycopus
Lycopus-type,lycopus_type
Lycopus europaeus,lycopus_europaeus
Lycopus/Mentha,lycopus_mentha
Lycopus/Mentha longifolia,lycopus_mentha_longifolia
Lygeum,lygeum
Lygeum-type,lygeum_type
Lygeum spartum,lygeum_spartum
Lyonia,lyonia
Lysichiton,lysichiton
Lysichiton americanus,lysichiton_americanus
Lysimachia,lysimachia
Lysimachia-type,lysimachia_type
Lysimachia angustiloba-type,lysimachia_angustiloba_type
Lysimachia cf. L. vulgaris,lysimachia_cf_l_vulgaris
Lysimachia ciliata-type,lysimachia_ciliata_type
Lysimachia ephemerum,lysimachia_ephemerum
Lysimachia nemorum,lysimachia_nemorum
Lysimachia nemorum-type,lysimachia_nemorum_type
Lysimachia nummularia,lysimachia_nummularia
Lysimachia quadriflora-type,lysimachia_quadriflora_type
Lysimachia terrestris/L. thyrsiflora,lysimachia_terrestris_l_thyrsiflora
Lysimachia thyrsiflora,lysimachia_thyrsiflora
Lysimachia thyrsiflora-group,lysimachia_thyrsiflora_minus_group
Lysimachia vulgaris,lysimachia_vulgaris
Lysimachia vulgaris-type,lysimachia_vulgaris_type
Lysipomia,lysipomia
Lysipomia (Rhizocephalum sensu stricto),lysipomia_rhizocephalum_sensu_stricto
Lysipomia laciniata-type,lysipomia_laciniata_type
Lysipomia undiff.,lysipomia_undiff
Lythraceae,lythraceae
Lythraceae (type 1),lythraceae_type_1
Lythraceae undiff.,lythraceae_undiff
Lythrum,lythrum
Lythrum-type,lythrum_type
Lythrum alatum,lythrum_alatum
Lythrum hyssopifolia,lythrum_hyssopifolia
Lythrum portula,lythrum_portula
Lythrum portula-type,lythrum_portula_type
Lythrum portula/L. salicaria,lythrum_portula_l_salicaria
Lythrum rotundifolium-type,lythrum_rotundifolium_type
Lythrum salicaria,lythrum_salicaria
Lythrum salicaria-type,lythrum_salicaria_type
Lythrum undiff.,lythrum_undiff
Mabea,mabea
Mabea-type,mabea_type
Mabea (type 1),mabea_type_1
Mabea (type 2),mabea_type_2
Mabea/Gunnera,mabea_gunnera
Macaranga,macaranga
Macaranga-type,macaranga_type
Macaranga capensis,macaranga_capensis
Macaranga comp.,macaranga_comp
Macaranga kilimandscharica,macaranga_kilimandscharica
Macaranga monandra,macaranga_monandra
Macaranga/Mallotus,macaranga_mallotus
Machaerina,machaerina
Machaerium,machaerium
Machaerium-type,machaerium_type
Machaerium (type 2),machaerium_type_2
Machaerium lunatum-type,machaerium_lunatum_type
Machaerium/Byrsonima (type 1),machaerium_byrsonima_type_1
Machaerium/Byrsonima (type 2),machaerium_byrsonima_type_2
Machaerium/Byrsonima (type 3),machaerium_byrsonima_type_3
Machaerium/Dalbergia,machaerium_dalbergia
Machaerium/Dalbergia/Byrsonima,machaerium_dalbergia_byrsonima
Maclura,maclura
Maclura-type,maclura_type
Maclura pomifera,maclura_pomifera
Maclura pomifera-type,maclura_pomifera_type
Macoubea,macoubea
Macrocarpaea,macrocarpaea
Macrolobium,macrolobium
Macrolobium-type,macrolobium_type
Macrosphyra-type,macrosphyra_type
Madhuca,madhuca
Maerua,maerua
Maerua-type,maerua_type
Maerua-type crassifolia,maerua_type_crassifolia
Maerua crassifolia,maerua_crassifolia
Maerua/Ritchiea,maerua_ritchiea
Maerva-type,maerva_type
Maesa,maesa
Maesa-type,maesa_type
Maesa-type (M. lanceolata),maesa_type_m_lanceolata
Maesa lanceolata,maesa_lanceolata
Maesa lanceolata-type,maesa_lanceolata_type
Maesobotrya barteri-type,maesobotrya_barteri_type
